Year,Category,Energy Carrier,TJ
1990,Energy conversion - refineries,Wood energy,
1990,Energy conversion - refineries,Core fuel,
1990,Energy conversion - refineries,Money,
1990,Energy conversion - refineries,Garbage and industrial waste,
1990,Energy conversion - refineries,crude oil,-130680.0
1990,Energy conversion - refineries,Extendation of renewable energies,
1990,Energy conversion - refineries,Hydropower,
1990,Energy conversion - hydropower plants,electricity,110430.0
1990,Energy conversion - hydropower plants,Petroleum,
1990,Energy conversion - hydropower plants,District heating,
1990,Energy conversion - hydropower plants,gas,
1990,Energy conversion - hydropower plants,Wood energy,
1990,Energy conversion - hydropower plants,Core fuel,
1990,Energy conversion - hydropower plants,Money,
1990,Energy conversion - hydropower plants,Garbage and industrial waste,
1990,Energy conversion - hydropower plants,crude oil,
1990,Energy conversion - hydropower plants,Extendation of renewable energies,
1990,Energy conversion - hydropower plants,Hydropower,-110430.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,3650.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-4190.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,10580.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-4270.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,0.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,-530.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-14520.0
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
1990,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1990,export,electricity,-89670.0
1990,export,Petroleum,-7140.0
1990,export,District heating,
1990,export,gas,
1990,export,Wood energy,-100.0
1990,export,Core fuel,
1990,export,Money,-360.0
1990,export,Garbage and industrial waste,
1990,export,crude oil,
1990,export,Extendation of renewable energies,
1990,export,Hydropower,
1990,import,electricity,82080.0
1990,import,Petroleum,416640.0
1990,import,District heating,
1990,import,gas,68180.0
1990,import,Wood energy,370.0
1990,import,Core fuel,243250.0
1990,import,Money,14380.0
1990,import,Garbage and industrial waste,
1990,import,crude oil,133140.0
1990,import,Extendation of renewable energies,
1990,import,Hydropower,
1990,Domestic production,electricity,
1990,Domestic production,Petroleum,
1990,Domestic production,District heating,
1990,Domestic production,gas,130.0
1990,Domestic production,Wood energy,28420.0
1990,Domestic production,Core fuel,
1990,Domestic production,Money,0.0
1990,Domestic production,Garbage and industrial waste,23200.0
1990,Domestic production,crude oil,0.0
1990,Domestic production,Extendation of renewable energies,4580.0
1990,Domestic production,Hydropower,110430.0
1990,Warehouse change,electricity,
1990,Warehouse change,Petroleum,-7920.0
1990,Warehouse change,District heating,
1990,Warehouse change,gas,
1990,Warehouse change,Wood energy,
1990,Warehouse change,Core fuel,
1990,Warehouse change,Money,870.0
1990,Warehouse change,Garbage and industrial waste,
1990,Warehouse change,crude oil,-2460.0
1990,Warehouse change,Extendation of renewable energies,
1990,Warehouse change,Hydropower,
1990,Non -energy consumption,electricity,
1990,Non -energy consumption,Petroleum,-24030.0
1990,Non -energy consumption,District heating,
1990,Non -energy consumption,gas,
1990,Non -energy consumption,Wood energy,
1990,Non -energy consumption,Core fuel,
1990,Non -energy consumption,Money,
1990,Non -energy consumption,Garbage and industrial waste,
1990,Non -energy consumption,crude oil,
1990,Non -energy consumption,Extendation of renewable energies,
1990,Non -energy consumption,Hydropower,
1991,Gross consumption,electricity,-10060.0
1991,Gross consumption,Petroleum,360490.0
1991,Gross consumption,District heating,
1991,Gross consumption,gas,76680.0
1991,Gross consumption,Wood energy,31610.0
1991,Gross consumption,Core fuel,236230.0
1991,Gross consumption,Money,12650.0
1991,Gross consumption,Garbage and industrial waste,24430.0
1991,Gross consumption,crude oil,200520.0
1991,Gross consumption,Extendation of renewable energies,5140.0
1991,Gross consumption,Hydropower,119100.0
1991,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-20510.0
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-8660.0
1991,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1170.0
1991,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-180.0
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1991,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1991,End consumption - services,electricity,46920.0
1991,End consumption - services,Petroleum,64000.0
1991,End consumption - services,District heating,4640.0
1991,End consumption - services,gas,17370.0
1991,End consumption - services,Wood energy,3140.0
1991,End consumption - services,Core fuel,
1991,End consumption - services,Money,30.0
1991,End consumption - services,Garbage and industrial waste,0.0
1991,End consumption - services,crude oil,
1991,End consumption - services,Extendation of renewable energies,1510.0
1991,End consumption - services,Hydropower,
1991,End consumption - households,electricity,49850.0
1991,End consumption - households,Petroleum,143190.0
1991,End consumption - households,District heating,5150.0
1991,End consumption - households,gas,29900.0
1991,End consumption - households,Wood energy,22920.0
1991,End consumption - households,Core fuel,
1991,End consumption - households,Money,750.0
1991,End consumption - households,Garbage and industrial waste,0.0
1991,End consumption - households,crude oil,
1991,End consumption - households,Extendation of renewable energies,2750.0
1991,End consumption - households,Hydropower,
1991,End consumption - industry,electricity,62120.0
1991,End consumption - industry,Petroleum,50300.0
1991,End consumption - industry,District heating,2300.0
1991,End consumption - industry,gas,22270.0
1991,End consumption - industry,Wood energy,5020.0
1991,End consumption - industry,Core fuel,
1991,End consumption - industry,Money,11760.0
1991,End consumption - industry,Garbage and industrial waste,10740.0
1991,End consumption - industry,crude oil,
1991,End consumption - industry,Extendation of renewable energies,270.0
1991,End consumption - industry,Hydropower,
1991,End consumption - statistical difference including agriculture,electricity,3330.0
1991,End consumption - statistical difference including agriculture,Petroleum,4160.0
1991,End consumption - statistical difference including agriculture,District heating,0.0
1991,End consumption - statistical difference including agriculture,gas,2010.0
1991,End consumption - statistical difference including agriculture,Wood energy,500.0
1991,End consumption - statistical difference including agriculture,Core fuel,
1991,End consumption - statistical difference including agriculture,Money,0.0
1991,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
1991,End consumption - statistical difference including agriculture,crude oil,
1991,End consumption - statistical difference including agriculture,Extendation of renewable energies,60.0
1991,End consumption - statistical difference including agriculture,Hydropower,
1991,End consumption - total,electricity,171310.0
1991,End consumption - total,Petroleum,520590.0
1991,End consumption - total,District heating,12090.0
1991,End consumption - total,gas,72010.0
1991,End consumption - total,Wood energy,31580.0
1991,End consumption - total,Core fuel,0.0
1991,End consumption - total,Money,12540.0
1991,End consumption - total,Garbage and industrial waste,10740.0
1991,End consumption - total,crude oil,0.0
1991,End consumption - total,Extendation of renewable energies,4590.0
1991,End consumption - total,Hydropower,0.0
1991,End consumption - traffic,electricity,9090.0
1991,End consumption - traffic,Petroleum,258940.0
1991,End consumption - traffic,District heating,
1991,End consumption - traffic,gas,460.0
1991,End consumption - traffic,Wood energy,
1991,End consumption - traffic,Core fuel,
1991,End consumption - traffic,Money,
1991,End consumption - traffic,Garbage and industrial waste,
1991,End consumption - traffic,crude oil,
1991,End consumption - traffic,Extendation of renewable energies,
1991,End consumption - traffic,Hydropower,
1991,Energy conversion - various renewable,electricity,340.0
1991,Energy conversion - various renewable,Petroleum,
1991,Energy conversion - various renewable,District heating,0.0
1991,Energy conversion - various renewable,gas,0.0
1991,Energy conversion - various renewable,Wood energy,-30.0
1991,Energy conversion - various renewable,Core fuel,
1991,Energy conversion - various renewable,Money,
1991,Energy conversion - various renewable,Garbage and industrial waste,
1991,Energy conversion - various renewable,crude oil,
1991,Energy conversion - various renewable,Extendation of renewable energies,-550.0
1991,Energy conversion - various renewable,Hydropower,
1991,Energy conversion - gas works,electricity,
1991,Energy conversion - gas works,Petroleum,-250.0
1991,Energy conversion - gas works,District heating,
1991,Energy conversion - gas works,gas,220.0
1991,Energy conversion - gas works,Wood energy,
1991,Energy conversion - gas works,Core fuel,
1991,Energy conversion - gas works,Money,
1991,Energy conversion - gas works,Garbage and industrial waste,
1991,Energy conversion - gas works,crude oil,
1991,Energy conversion - gas works,Extendation of renewable energies,
1991,Energy conversion - gas works,Hydropower,
1991,Energy conversion - nuclear power plants,electricity,77950.0
1991,Energy conversion - nuclear power plants,Petroleum,
1991,Energy conversion - nuclear power plants,District heating,910.0
1991,Energy conversion - nuclear power plants,gas,
1991,Energy conversion - nuclear power plants,Wood energy,
1991,Energy conversion - nuclear power plants,Core fuel,-236230.0
1991,Energy conversion - nuclear power plants,Money,
1991,Energy conversion - nuclear power plants,Garbage and industrial waste,
1991,Energy conversion - nuclear power plants,crude oil,
1991,Energy conversion - nuclear power plants,Extendation of renewable energies,
1991,Energy conversion - nuclear power plants,Hydropower,
1991,Energy conversion - refineries,electricity,
1991,Energy conversion - refineries,Petroleum,199610.0
1991,Energy conversion - refineries,District heating,
1991,Energy conversion - refineries,gas,
1991,Energy conversion - refineries,Wood energy,
1991,Energy conversion - refineries,Core fuel,
1991,Energy conversion - refineries,Money,
1991,Energy conversion - refineries,Garbage and industrial waste,
1991,Energy conversion - refineries,crude oil,-200520.0
1991,Energy conversion - refineries,Extendation of renewable energies,
1991,Energy conversion - refineries,Hydropower,
1991,Energy conversion - hydropower plants,electricity,119100.0
1991,Energy conversion - hydropower plants,Petroleum,
1991,Energy conversion - hydropower plants,District heating,
1991,Energy conversion - hydropower plants,gas,
1991,Energy conversion - hydropower plants,Wood energy,
1991,Energy conversion - hydropower plants,Core fuel,
1991,Energy conversion - hydropower plants,Money,
1991,Energy conversion - hydropower plants,Garbage and industrial waste,
1991,Energy conversion - hydropower plants,crude oil,
1991,Energy conversion - hydropower plants,Extendation of renewable energies,
1991,Energy conversion - hydropower plants,Hydropower,-119100.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,4490.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-6820.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,12350.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-4710.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,0.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,-110.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-13690.0
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
1991,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1991,export,electricity,-96480.0
1991,export,Petroleum,-23120.0
1991,export,District heating,
1991,export,gas,
1991,export,Wood energy,-320.0
1991,export,Core fuel,
1991,export,Money,-230.0
1991,export,Garbage and industrial waste,
1991,export,crude oil,
1991,export,Extendation of renewable energies,
1991,export,Hydropower,
1991,import,electricity,86420.0
1991,import,Petroleum,373070.0
1991,import,District heating,
1991,import,gas,76580.0
1991,import,Wood energy,360.0
1991,import,Core fuel,236230.0
1991,import,Money,11480.0
1991,import,Garbage and industrial waste,
1991,import,crude oil,198920.0
1991,import,Extendation of renewable energies,
1991,import,Hydropower,
1991,Domestic production,electricity,
1991,Domestic production,Petroleum,
1991,Domestic production,District heating,
1991,Domestic production,gas,100.0
1991,Domestic production,Wood energy,31570.0
1991,Domestic production,Core fuel,
1991,Domestic production,Money,0.0
1991,Domestic production,Garbage and industrial waste,24430.0
1991,Domestic production,crude oil,0.0
1991,Domestic production,Extendation of renewable energies,5140.0
1991,Domestic production,Hydropower,119100.0
1991,Warehouse change,electricity,
1991,Warehouse change,Petroleum,10540.0
1991,Warehouse change,District heating,
1991,Warehouse change,gas,
1991,Warehouse change,Wood energy,
1991,Warehouse change,Core fuel,
1991,Warehouse change,Money,1400.0
1991,Warehouse change,Garbage and industrial waste,
1991,Warehouse change,crude oil,1600.0
1991,Warehouse change,Extendation of renewable energies,
1991,Warehouse change,Hydropower,
1991,Non -energy consumption,electricity,
1991,Non -energy consumption,Petroleum,-23780.0
1991,Non -energy consumption,District heating,
1991,Non -energy consumption,gas,
1991,Non -energy consumption,Wood energy,
1991,Non -energy consumption,Core fuel,
1991,Non -energy consumption,Money,
1991,Non -energy consumption,Garbage and industrial waste,
1991,Non -energy consumption,crude oil,
1991,Non -energy consumption,Extendation of renewable energies,
1991,Non -energy consumption,Hydropower,
1992,Gross consumption,electricity,-15440.0
1992,Gross consumption,Petroleum,381610.0
1992,Gross consumption,District heating,
1992,Gross consumption,gas,80600.0
1992,Gross consumption,Wood energy,30660.0
1992,Gross consumption,Core fuel,241320.0
1992,Gross consumption,Money,8760.0
1992,Gross consumption,Garbage and industrial waste,24640.0
1992,Gross consumption,crude oil,182830.0
1992,Gross consumption,Extendation of renewable energies,5270.0
1992,Gross consumption,Hydropower,121410.0
1992,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-18690.0
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-8120.0
1992,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1100.0
1992,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-170.0
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1992,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1992,End consumption - services,electricity,48110.0
1992,End consumption - services,Petroleum,63240.0
1992,End consumption - services,District heating,4590.0
1992,End consumption - services,gas,18080.0
1992,End consumption - services,Wood energy,3210.0
1992,End consumption - services,Core fuel,
1992,End consumption - services,Money,20.0
1992,End consumption - services,Garbage and industrial waste,0.0
1992,End consumption - services,crude oil,
1992,End consumption - services,Extendation of renewable energies,1510.0
1992,End consumption - services,Hydropower,
1992,End consumption - households,electricity,51000.0
1992,End consumption - households,Petroleum,142420.0
1992,End consumption - households,District heating,5100.0
1992,End consumption - households,gas,31310.0
1992,End consumption - households,Wood energy,21760.0
1992,End consumption - households,Core fuel,
1992,End consumption - households,Money,620.0
1992,End consumption - households,Garbage and industrial waste,0.0
1992,End consumption - households,crude oil,
1992,End consumption - households,Extendation of renewable energies,2740.0
1992,End consumption - households,Hydropower,
1992,End consumption - industry,electricity,60730.0
1992,End consumption - industry,Petroleum,47750.0
1992,End consumption - industry,District heating,2280.0
1992,End consumption - industry,gas,23690.0
1992,End consumption - industry,Wood energy,5140.0
1992,End consumption - industry,Core fuel,
1992,End consumption - industry,Money,8020.0
1992,End consumption - industry,Garbage and industrial waste,10720.0
1992,End consumption - industry,crude oil,
1992,End consumption - industry,Extendation of renewable energies,310.0
1992,End consumption - industry,Hydropower,
1992,End consumption - statistical difference including agriculture,electricity,3360.0
1992,End consumption - statistical difference including agriculture,Petroleum,4460.0
1992,End consumption - statistical difference including agriculture,District heating,0.0
1992,End consumption - statistical difference including agriculture,gas,2370.0
1992,End consumption - statistical difference including agriculture,Wood energy,490.0
1992,End consumption - statistical difference including agriculture,Core fuel,
1992,End consumption - statistical difference including agriculture,Money,0.0
1992,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
1992,End consumption - statistical difference including agriculture,crude oil,
1992,End consumption - statistical difference including agriculture,Extendation of renewable energies,60.0
1992,End consumption - statistical difference including agriculture,Hydropower,
1992,End consumption - total,electricity,172320.0
1992,End consumption - total,Petroleum,523760.0
1992,End consumption - total,District heating,11970.0
1992,End consumption - total,gas,75960.0
1992,End consumption - total,Wood energy,30600.0
1992,End consumption - total,Core fuel,0.0
1992,End consumption - total,Money,8660.0
1992,End consumption - total,Garbage and industrial waste,10720.0
1992,End consumption - total,crude oil,0.0
1992,End consumption - total,Extendation of renewable energies,4620.0
1992,End consumption - total,Hydropower,0.0
1992,End consumption - traffic,electricity,9120.0
1992,End consumption - traffic,Petroleum,265890.0
1992,End consumption - traffic,District heating,
1992,End consumption - traffic,gas,510.0
1992,End consumption - traffic,Wood energy,
1992,End consumption - traffic,Core fuel,
1992,End consumption - traffic,Money,
1992,End consumption - traffic,Garbage and industrial waste,
1992,End consumption - traffic,crude oil,
1992,End consumption - traffic,Extendation of renewable energies,
1992,End consumption - traffic,Hydropower,
1992,Energy conversion - various renewable,electricity,390.0
1992,Energy conversion - various renewable,Petroleum,
1992,Energy conversion - various renewable,District heating,10.0
1992,Energy conversion - various renewable,gas,0.0
1992,Energy conversion - various renewable,Wood energy,-60.0
1992,Energy conversion - various renewable,Core fuel,
1992,Energy conversion - various renewable,Money,
1992,Energy conversion - various renewable,Garbage and industrial waste,
1992,Energy conversion - various renewable,crude oil,
1992,Energy conversion - various renewable,Extendation of renewable energies,-650.0
1992,Energy conversion - various renewable,Hydropower,
1992,Energy conversion - gas works,electricity,
1992,Energy conversion - gas works,Petroleum,-220.0
1992,Energy conversion - gas works,District heating,
1992,Energy conversion - gas works,gas,200.0
1992,Energy conversion - gas works,Wood energy,
1992,Energy conversion - gas works,Core fuel,
1992,Energy conversion - gas works,Money,
1992,Energy conversion - gas works,Garbage and industrial waste,
1992,Energy conversion - gas works,crude oil,
1992,Energy conversion - gas works,Extendation of renewable energies,
1992,Energy conversion - gas works,Hydropower,
1992,Energy conversion - nuclear power plants,electricity,79640.0
1992,Energy conversion - nuclear power plants,Petroleum,
1992,Energy conversion - nuclear power plants,District heating,970.0
1992,Energy conversion - nuclear power plants,gas,
1992,Energy conversion - nuclear power plants,Wood energy,
1992,Energy conversion - nuclear power plants,Core fuel,-241320.0
1992,Energy conversion - nuclear power plants,Money,
1992,Energy conversion - nuclear power plants,Garbage and industrial waste,
1992,Energy conversion - nuclear power plants,crude oil,
1992,Energy conversion - nuclear power plants,Extendation of renewable energies,
1992,Energy conversion - nuclear power plants,Hydropower,
1992,Energy conversion - refineries,electricity,
1992,Energy conversion - refineries,Petroleum,181530.0
1992,Energy conversion - refineries,District heating,
1992,Energy conversion - refineries,gas,
1992,Energy conversion - refineries,Wood energy,
1992,Energy conversion - refineries,Core fuel,
1992,Energy conversion - refineries,Money,
1992,Energy conversion - refineries,Garbage and industrial waste,
1992,Energy conversion - refineries,crude oil,-182830.0
1992,Energy conversion - refineries,Extendation of renewable energies,
1992,Energy conversion - refineries,Hydropower,
1992,Energy conversion - hydropower plants,electricity,121410.0
1992,Energy conversion - hydropower plants,Petroleum,
1992,Energy conversion - hydropower plants,District heating,
1992,Energy conversion - hydropower plants,gas,
1992,Energy conversion - hydropower plants,Wood energy,
1992,Energy conversion - hydropower plants,Core fuel,
1992,Energy conversion - hydropower plants,Money,
1992,Energy conversion - hydropower plants,Garbage and industrial waste,
1992,Energy conversion - hydropower plants,crude oil,
1992,Energy conversion - hydropower plants,Extendation of renewable energies,
1992,Energy conversion - hydropower plants,Hydropower,-121410.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,5010.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-8260.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,12090.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-4670.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,0.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,-100.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-13920.0
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
1992,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1992,export,electricity,-93770.0
1992,export,Petroleum,-17300.0
1992,export,District heating,
1992,export,gas,
1992,export,Wood energy,-300.0
1992,export,Core fuel,
1992,export,Money,-110.0
1992,export,Garbage and industrial waste,
1992,export,crude oil,
1992,export,Extendation of renewable energies,
1992,export,Hydropower,
1992,import,electricity,78330.0
1992,import,Petroleum,389110.0
1992,import,District heating,
1992,import,gas,80510.0
1992,import,Wood energy,410.0
1992,import,Core fuel,241320.0
1992,import,Money,5350.0
1992,import,Garbage and industrial waste,
1992,import,crude oil,183870.0
1992,import,Extendation of renewable energies,
1992,import,Hydropower,
1992,Domestic production,electricity,
1992,Domestic production,Petroleum,
1992,Domestic production,District heating,
1992,Domestic production,gas,90.0
1992,Domestic production,Wood energy,30550.0
1992,Domestic production,Core fuel,
1992,Domestic production,Money,0.0
1992,Domestic production,Garbage and industrial waste,24640.0
1992,Domestic production,crude oil,0.0
1992,Domestic production,Extendation of renewable energies,5270.0
1992,Domestic production,Hydropower,121410.0
1992,Warehouse change,electricity,
1992,Warehouse change,Petroleum,9800.0
1992,Warehouse change,District heating,
1992,Warehouse change,gas,
1992,Warehouse change,Wood energy,
1992,Warehouse change,Core fuel,
1992,Warehouse change,Money,3520.0
1992,Warehouse change,Garbage and industrial waste,
1992,Warehouse change,crude oil,-1040.0
1992,Warehouse change,Extendation of renewable energies,
1992,Warehouse change,Hydropower,
1992,Non -energy consumption,electricity,
1992,Non -energy consumption,Petroleum,-22780.0
1992,Non -energy consumption,District heating,
1992,Non -energy consumption,gas,
1992,Non -energy consumption,Wood energy,
1992,Non -energy consumption,Core fuel,
1992,Non -energy consumption,Money,
1992,Non -energy consumption,Garbage and industrial waste,
1992,Non -energy consumption,crude oil,
1992,Non -energy consumption,Extendation of renewable energies,
1992,Non -energy consumption,Hydropower,
1993,Gross consumption,electricity,-25920.0
1993,Gross consumption,Petroleum,329560.0
1993,Gross consumption,District heating,
1993,Gross consumption,gas,84560.0
1993,Gross consumption,Wood energy,30750.0
1993,Gross consumption,Core fuel,240320.0
1993,Gross consumption,Money,7340.0
1993,Gross consumption,Garbage and industrial waste,29330.0
1993,Gross consumption,crude oil,203880.0
1993,Gross consumption,Extendation of renewable energies,5620.0
1993,Gross consumption,Hydropower,130510.0
1993,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-17550.0
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-9320.0
1993,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1070.0
1993,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-180.0
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1993,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1993,End consumption - services,electricity,48530.0
1993,End consumption - services,Petroleum,61600.0
1993,End consumption - services,District heating,4220.0
1993,End consumption - services,gas,18330.0
1993,End consumption - services,Wood energy,3370.0
1993,End consumption - services,Core fuel,
1993,End consumption - services,Money,20.0
1993,End consumption - services,Garbage and industrial waste,0.0
1993,End consumption - services,crude oil,
1993,End consumption - services,Extendation of renewable energies,1570.0
1993,End consumption - services,Hydropower,
1993,End consumption - households,electricity,51020.0
1993,End consumption - households,Petroleum,133280.0
1993,End consumption - households,District heating,4680.0
1993,End consumption - households,gas,31670.0
1993,End consumption - households,Wood energy,21460.0
1993,End consumption - households,Core fuel,
1993,End consumption - households,Money,530.0
1993,End consumption - households,Garbage and industrial waste,0.0
1993,End consumption - households,crude oil,
1993,End consumption - households,Extendation of renewable energies,2860.0
1993,End consumption - households,Hydropower,
1993,End consumption - industry,electricity,58320.0
1993,End consumption - industry,Petroleum,44440.0
1993,End consumption - industry,District heating,2410.0
1993,End consumption - industry,gas,26260.0
1993,End consumption - industry,Wood energy,5380.0
1993,End consumption - industry,Core fuel,
1993,End consumption - industry,Money,6730.0
1993,End consumption - industry,Garbage and industrial waste,11960.0
1993,End consumption - industry,crude oil,
1993,End consumption - industry,Extendation of renewable energies,330.0
1993,End consumption - industry,Hydropower,
1993,End consumption - statistical difference including agriculture,electricity,3340.0
1993,End consumption - statistical difference including agriculture,Petroleum,6190.0
1993,End consumption - statistical difference including agriculture,District heating,0.0
1993,End consumption - statistical difference including agriculture,gas,3160.0
1993,End consumption - statistical difference including agriculture,Wood energy,490.0
1993,End consumption - statistical difference including agriculture,Core fuel,
1993,End consumption - statistical difference including agriculture,Money,0.0
1993,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
1993,End consumption - statistical difference including agriculture,crude oil,
1993,End consumption - statistical difference including agriculture,Extendation of renewable energies,60.0
1993,End consumption - statistical difference including agriculture,Hydropower,
1993,End consumption - total,electricity,170060.0
1993,End consumption - total,Petroleum,499000.0
1993,End consumption - total,District heating,11310.0
1993,End consumption - total,gas,79930.0
1993,End consumption - total,Wood energy,30700.0
1993,End consumption - total,Core fuel,0.0
1993,End consumption - total,Money,7280.0
1993,End consumption - total,Garbage and industrial waste,11960.0
1993,End consumption - total,crude oil,0.0
1993,End consumption - total,Extendation of renewable energies,4820.0
1993,End consumption - total,Hydropower,0.0
1993,End consumption - traffic,electricity,8850.0
1993,End consumption - traffic,Petroleum,253490.0
1993,End consumption - traffic,District heating,
1993,End consumption - traffic,gas,510.0
1993,End consumption - traffic,Wood energy,
1993,End consumption - traffic,Core fuel,
1993,End consumption - traffic,Money,
1993,End consumption - traffic,Garbage and industrial waste,
1993,End consumption - traffic,crude oil,
1993,End consumption - traffic,Extendation of renewable energies,
1993,End consumption - traffic,Hydropower,
1993,Energy conversion - various renewable,electricity,420.0
1993,Energy conversion - various renewable,Petroleum,
1993,Energy conversion - various renewable,District heating,50.0
1993,Energy conversion - various renewable,gas,0.0
1993,Energy conversion - various renewable,Wood energy,-50.0
1993,Energy conversion - various renewable,Core fuel,
1993,Energy conversion - various renewable,Money,
1993,Energy conversion - various renewable,Garbage and industrial waste,
1993,Energy conversion - various renewable,crude oil,
1993,Energy conversion - various renewable,Extendation of renewable energies,-800.0
1993,Energy conversion - various renewable,Hydropower,
1993,Energy conversion - gas works,electricity,
1993,Energy conversion - gas works,Petroleum,-200.0
1993,Energy conversion - gas works,District heating,
1993,Energy conversion - gas works,gas,190.0
1993,Energy conversion - gas works,Wood energy,
1993,Energy conversion - gas works,Core fuel,
1993,Energy conversion - gas works,Money,
1993,Energy conversion - gas works,Garbage and industrial waste,
1993,Energy conversion - gas works,crude oil,
1993,Energy conversion - gas works,Extendation of renewable energies,
1993,Energy conversion - gas works,Hydropower,
1993,Energy conversion - nuclear power plants,electricity,79310.0
1993,Energy conversion - nuclear power plants,Petroleum,
1993,Energy conversion - nuclear power plants,District heating,990.0
1993,Energy conversion - nuclear power plants,gas,
1993,Energy conversion - nuclear power plants,Wood energy,
1993,Energy conversion - nuclear power plants,Core fuel,-240320.0
1993,Energy conversion - nuclear power plants,Money,
1993,Energy conversion - nuclear power plants,Garbage and industrial waste,
1993,Energy conversion - nuclear power plants,crude oil,
1993,Energy conversion - nuclear power plants,Extendation of renewable energies,
1993,Energy conversion - nuclear power plants,Hydropower,
